Dataset Name,Algorithm Name,Cross Validation [1-10),Hyper-Parameter Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time (seconds),Inference Time (seconds)
car.csv,baseline,1,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9942196531791908,0.8183798274273268,0.11287034710005305,0.9642857142857144,0.9987104646195556,1.0,4.257967472076416,0.4629988670349121
car.csv,baseline,2,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9768786127167629,0.8343542403588992,0.10864751387570816,0.9437672176308539,0.9901176264812628,0.9742063492063492,3.9459607601165767,0.4160048961639404
car.csv,baseline,3,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9826589595375722,0.8144508670520232,0.1036058353977429,0.9497052056370434,0.99630167811986,0.9553571428571428,3.923964738845825,0.460996150970459
car.csv,baseline,4,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9826589595375722,0.8383846274019685,0.10464510753528096,0.9309865339578454,0.9986553850190214,1.0,3.901011466979981,0.4130005836486816
car.csv,baseline,5,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9884393063583816,0.8223393403604216,0.11878046016094294,0.9444444444444444,0.9999093808902422,0.9999999999999998,3.8560128211975098,0.4330360889434815
car.csv,baseline,6,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9653179190751444,0.8361546930911093,0.099321038627397,0.9007116620752984,0.9943117090246276,0.9999999999999998,3.845982789993286,0.4220101833343506
car.csv,baseline,7,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9884393063583816,0.8016007114273008,0.10369052912405513,0.9875,0.9992828144742021,0.9999999999999998,3.9070096015930176,0.41402721405029297
car.csv,baseline,8,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': False}",0.9826589595375722,0.8248044882692962,0.22316672333673354,0.95625,0.9998550094243872,0.9999999999999998,1.1399929523468018,0.12299871444702147
car.csv,baseline,9,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.994186046511628,0.8034405861739408,0.10035043007327177,0.9935897435897436,1.0,0.9999999999999998,3.886039018630981,0.4169614315032959
car.csv,baseline,10,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9883720930232558,0.7977627318221959,0.0994259640859582,0.9875,1.0,1.0,3.8810107707977295,0.4380218982696533
car.csv,pseudo,1,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}, train_split_size: 0.44999999999999996",0.9942196531791908,0.832159114909399,0.12064868604704504,0.9642857142857144,0.9987104646195556,1.0,2.269888997077942,0.27102577686309814
car.csv,pseudo,2,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}, train_split_size: 0.44999999999999996",0.9768786127167629,0.8295506930922774,0.10362603863672834,0.9437672176308539,0.9912909586205041,0.9871031746031746,2.2979004979133606,0.2927860617637634
car.csv,pseudo,3,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}, train_split_size: 0.44999999999999996",0.9826589595375722,0.8191184678121242,0.09408830945223086,0.9549135389703768,0.9976498669680488,0.9871031746031746,2.2763718366622925,0.2967889904975891
car.csv,pseudo,4,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': False}, train_split_size: 0.44999999999999996",0.9768786127167629,0.8420340076745969,0.16026465134959592,0.9066640430276792,0.9986869191414647,1.0,1.5473490357398987,0.19552624225616455
car.csv,pseudo,5,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}, train_split_size: 0.44999999999999996",0.9884393063583816,0.813363517347764,0.1378372333225116,0.9444444444444444,0.9996653565732514,0.9999999999999998,1.9063934683799744,0.23501604795455933
car.csv,pseudo,6,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}, train_split_size: 0.44999999999999996",0.9696531791907513,0.8287617257370075,0.09475718077778432,0.9120211858848222,0.9945557333416185,0.9999999999999998,2.276136875152588,0.2875292897224426
car.csv,pseudo,7,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}, train_split_size: 0.44999999999999996",0.9884393063583816,0.810700589776115,0.10466477809815133,0.9875,0.9990478520681871,0.9999999999999998,2.29063218832016,0.2845178246498108
