,dataset_name,model,fold_n,best_params,accuracy,tpr,fpr,precision,auc-roc,auc-pr,fit_time_second,1000_predict_time_seconds
85,annealing.csv,baseline,5,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9444444444444444,0.8455373406193079,0.16898907103825136,0.7290821256038648,0.9731512605042016,0.08333333333333333,4.229003429412842,0.43604159355163574
86,annealing.csv,baseline,6,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",0.9333333333333333,0.9099415204678363,0.24975633528265107,0.9272727272727274,0.9956985294117647,1.0,0.8310320377349854,0.08899974822998047
87,annealing.csv,baseline,7,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9222222222222223,0.8521825396825398,0.14226190476190476,0.8864993215739485,0.9952363445378151,1.0,4.452034950256348,0.44403600692749023
88,annealing.csv,baseline,8,"{'n_estimators': 1200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': True}",0.9662921348314607,0.8950325251330573,0.3401094027202839,0.991549295774648,0.9989787581699346,1.0,3.4549973011016846,0.2760024070739746
89,annealing.csv,baseline,9,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9662921348314607,0.8154806491885144,0.149812734082397,0.9606512890094979,0.9928308823529411,1.0,5.08310866355896,0.47995853424072266
90,ar4.csv,baseline,0,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.7272727272727273,0.4,0.4222222222222222,0.4,0.4722222222222222,0.35555555555555557,0.4289982318878174,0.04795122146606445
91,ar4.csv,baseline,1,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.9090909090909091,0.6,0.24444444444444446,0.95,0.9444444444444444,0.475,2.1110048294067383,0.20099997520446777
92,ar4.csv,baseline,2,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.7272727272727273,0.42857142857142855,0.4126984126984127,0.4,0.5555555555555556,0.35555555555555557,2.243400812149048,0.21199941635131836
93,ar4.csv,baseline,3,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",0.9090909090909091,0.6,0.28888888888888886,0.95,0.8888888888888888,0.475,1.833510160446167,0.20899581909179688
94,ar4.csv,baseline,4,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': False}",0.8181818181818182,0.6,0.24444444444444446,0.75,0.9444444444444444,0.16666666666666666,1.1060371398925781,0.128997802734375
95,ar4.csv,baseline,5,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",0.8181818181818182,0.6,0.3333333333333333,0.4090909090909091,0.8333333333333334,0.4090909090909091,1.832535982131958,0.2129974365234375
96,ar4.csv,baseline,6,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 60, 'bootstrap': False}",0.9090909090909091,0.625,0.25,0.95,1.0,0.475,3.6519646644592285,0.4220302104949951
97,ar4.csv,baseline,7,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': False}",0.9,0.6,0.55,0.9444444444444444,0.5625,0.4722222222222222,1.2725069522857666,0.15303516387939453
98,ar4.csv,baseline,8,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.7,0.6666666666666666,0.4583333333333333,0.3888888888888889,0.875,0.3402777777777778,3.6060378551483154,0.46199798583984375
99,ar4.csv,baseline,9,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 90, 'bootstrap': True}",0.8,0.6,0.25,0.4,0.9375,0.4,1.139995813369751,0.1159980297088623
100,arrhythmia.csv,baseline,0,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",0.7391304347826086,0.8078541374474055,0.38829476390836837,0.5083594566353187,-1.0,0.9098667654943191,3.7780075073242188,0.2539975643157959
101,arrhythmia.csv,baseline,1,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",0.6739130434782609,0.7739880059970015,0.3620377311344328,0.43855799373040744,-1.0,0.8663649788901797,3.6629984378814697,0.27499961853027344
102,arrhythmia.csv,baseline,2,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",0.7333333333333333,0.8298611111111112,0.39771412037037035,0.474671592775041,-1.0,0.9037204424428401,1.5020127296447754,0.10197186470031738
103,arrhythmia.csv,baseline,3,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 90, 'bootstrap': False}",0.8,0.8028368794326242,0.37797478329393225,0.5933333333333334,-1.0,0.9538473693913032,3.7070071697235107,0.2739999294281006
104,arrhythmia.csv,baseline,4,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",0.6888888888888889,0.7837606837606835,0.3244301994301994,0.38239631336405533,-1.0,0.8681143969706738,1.4879844188690186,0.11705923080444336
105,arrhythmia.csv,baseline,5,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 90, 'bootstrap': False}",0.7555555555555555,0.759338061465721,0.2588652482269504,0.6414814814814814,-1.0,0.9034252395155886,3.672008752822876,0.23200106620788574
106,arrhythmia.csv,baseline,6,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",0.7111111111111111,0.8508856682769725,0.4274288781535159,0.4075268817204301,-1.0,0.9343932551530594,1.4919648170471191,0.10300087928771973
107,arrhythmia.csv,baseline,7,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 90, 'bootstrap': False}",0.8,0.8345679012345679,0.4050205761316873,0.5160919540229886,-1.0,0.9510558892125658,3.61299991607666,0.24500489234924316
108,arrhythmia.csv,baseline,8,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",0.8444444444444444,0.8760233918128656,0.45428849902534124,0.540491118077325,-1.0,0.9830732600732602,1.4740519523620605,0.0970008373260498
109,arrhythmia.csv,baseline,9,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",0.7777777777777778,0.8607709750566893,0.41643990929705216,0.5800000000000001,-1.0,0.9756958076581268,3.6710422039031982,0.2489631175994873
110,autos.csv,baseline,0,"{'n_estimators': 1600, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 90, 'bootstrap': False}",0.625,0.6764705882352942,0.21470588235294116,0.619047619047619,-1.0,,2.606006145477295,0.33399486541748047
111,autos.csv,baseline,1,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.8125,0.7556818181818182,0.22840909090909092,0.9095238095238095,-1.0,,0.38399553298950195,0.043999433517456055
112,autos.csv,baseline,2,"{'n_estimators': 1800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}",0.875,0.7932692307692307,0.3057692307692308,0.9428571428571428,-1.0,,3.811997890472412,0.4159879684448242
113,autos.csv,baseline,3,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 90, 'bootstrap': True}",0.75,0.6919642857142857,0.3133928571428571,0.7999999999999999,-1.0,,1.1719932556152344,0.12299895286560059
114,autos.csv,baseline,4,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",1.0,0.8295454545454546,0.37840909090909086,1.0,-1.0,,3.436000108718872,0.42195653915405273
115,autos.csv,baseline,5,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 60, 'bootstrap': False}",1.0,0.7232142857142857,0.5142857142857143,1.0,-1.0,,3.3909988403320312,0.4249999523162842
116,autos.csv,baseline,6,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': False}",0.875,0.7534722222222222,0.3715277777777778,0.9444444444444443,0.9597222222222223,1.0,1.010000467300415,0.1359996795654297
117,autos.csv,baseline,7,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 90, 'bootstrap': True}",0.5625,0.6129807692307693,0.20384615384615384,0.5833333333333334,0.9155555555555556,0.25,1.1599996089935303,0.12499451637268066
118,autos.csv,baseline,8,"{'n_estimators': 1800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.6875,0.6727941176470589,0.17794117647058824,0.5277777777777778,0.9888888888888889,1.0,3.4879961013793945,0.372039794921875
119,autos.csv,baseline,9,"{'n_estimators': 1800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",1.0,0.6133333333333333,0.39466666666666667,1.0,-1.0,,3.484999418258667,0.3979966640472412
120,balance-scale.csv,baseline,0,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.8571428571428571,0.7975117975117975,0.26104676104676106,0.5903225806451613,0.7857709076496234,0.07370601123446882,2.011996269226074,0.19699835777282715
121,balance-scale.csv,baseline,1,"{'n_estimators': 1800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.873015873015873,0.8393650793650793,0.2311111111111111,0.581989247311828,0.9028141101862862,0.15661562648774924,3.865002155303955,0.391033411026001
122,balance-scale.csv,baseline,2,"{'n_estimators': 1800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.8412698412698413,0.8247863247863247,0.3162393162393162,0.5608198924731184,0.7753468093539437,0.06694636261526761,3.9019999504089355,0.4009983539581299
123,balance-scale.csv,baseline,3,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.9047619047619048,0.8405139833711263,0.24981103552532125,0.604040404040404,0.8973047958779231,0.12409998292415172,0.4010000228881836,0.04199957847595215
124,balance-scale.csv,baseline,4,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.9047619047619048,0.8355555555555556,0.27714285714285714,0.6095238095238096,0.8564803804994056,0.09996654302136485,0.4061269760131836,0.042960405349731445
125,balance-scale.csv,baseline,5,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.8709677419354839,0.8337468982630273,0.31327543424317617,0.5805555555555556,0.8563218390804598,0.10198634449009261,0.4009890556335449,0.044013261795043945
126,balance-scale.csv,baseline,6,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.8387096774193549,0.7969966629588432,0.23192436040044492,0.5722522522522523,0.8282430213464697,0.09311449342483827,0.405994176864624,0.04300665855407715
127,balance-scale.csv,baseline,7,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.8548387096774194,0.8440860215053763,0.2538829151732378,0.5742296918767508,0.8688423645320199,0.11242237065766478,0.4030158519744873,0.0490267276763916
128,balance-scale.csv,baseline,8,"{'n_estimators': 600, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}",0.8548387096774194,0.81633714880333,0.31867845993756505,0.5708333333333333,0.8045977011494253,0.07911674736120136,0.9899914264678955,0.14500808715820312
129,balance-scale.csv,baseline,9,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.8548387096774194,0.8147605083088955,0.21163245356793742,0.5988505747126437,0.8325406262386048,0.08513009635292243,2.0219955444335938,0.1980454921722412
130,bank.csv,baseline,0,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.9050772626931567,0.6235123367198839,0.21115384615384616,0.8207129297616537,0.9021698113207548,0.5606398419249182,0.8478271961212158,0.045000553131103516
131,bank.csv,baseline,1,"{'n_estimators': 1800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}",0.9048672566371682,0.6298076923076923,0.1490625,0.7933333333333333,0.9276442307692307,0.5008679487179487,8.068000316619873,0.39395809173583984
132,bank.csv,baseline,2,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': True}",0.8938053097345132,0.586018711018711,0.16101351351351353,0.7472741433021808,0.9000961538461538,0.527403097292116,0.8639988899230957,0.04400014877319336
133,bank.csv,baseline,3,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.9004424778761062,0.6124260355029586,0.17884615384615385,0.782963413398196,0.9087019230769231,0.5414493143422909,0.857999324798584,0.04300069808959961
134,bank.csv,baseline,4,"{'n_estimators': 1800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}",0.9026548672566371,0.5789627039627039,0.13446969696969696,0.7858432647165041,0.9047115384615385,0.5112514931799873,8.158033847808838,0.3699617385864258
135,bank.csv,baseline,5,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 90, 'bootstrap': True}",0.9048672566371682,0.6331360946745562,0.1776153846153846,0.8058680449984797,0.9299038461538461,0.5438059557499357,2.7030043601989746,0.13100910186767578
136,bank.csv,baseline,6,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.8960176991150443,0.6082347140039448,0.1887820512820513,0.7642801900342504,0.9246634615384616,0.5579245387250028,0.8610179424285889,0.044999122619628906
137,bank.csv,baseline,7,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.9004424778761062,0.5848806366047745,0.18120689655172417,0.7701557022906986,0.9033653846153845,0.4823840619924626,2.9442059993743896,0.07100319862365723
138,bank.csv,baseline,8,"{'n_estimators': 1800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}",0.8982300884955752,0.6153846153846154,0.18838028169014084,0.7798611111111111,0.8927403846153846,0.5712482638888889,8.102001428604126,0.3707728385925293
139,bank.csv,baseline,9,"{'n_estimators': 1800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.8960176991150443,0.5625717566016075,0.11380597014925374,0.7539433551198257,0.9147596153846154,0.5012273420479303,7.741776943206787,0.38622331619262695
140,baseball.csv,baseline,0,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': True}",0.9545454545454546,0.8666125541125541,0.17748917748917753,0.9198924731182796,0.8780092592592593,0.9927940394257598,0.579028844833374,0.041977643966674805
141,baseball.csv,baseline,1,"{'n_estimators': 1200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10, 'bootstrap': False}",0.9242424242424242,0.8252740167633785,0.18818504190844618,0.62831541218638,0.8673611111111112,0.9936296454021338,3.8249971866607666,0.24100923538208008
142,baseball.csv,baseline,2,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",0.9242424242424242,0.8655788655788655,0.17424242424242423,0.7566137566137566,0.8874999999999998,0.9937543897041181,3.4180867671966553,0.20499968528747559
143,baseball.csv,baseline,3,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",0.9015151515151515,0.8121212121212121,0.13781565656565659,0.4546850998463901,0.7898159263705482,0.9884915830850468,3.603999376296997,0.2079789638519287
144,baseball.csv,baseline,4,"{'n_estimators': 1800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}",0.946969696969697,0.842304625199362,0.16666666666666669,0.8198924731182796,0.8894557823129251,0.9965575453455218,7.462064743041992,0.4659883975982666
145,baseball.csv,baseline,5,"{'n_estimators': 1400, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",0.9393939393939394,0.8302253302253302,0.145979020979021,0.8505376344086022,0.8865546218487396,0.99823997967263,4.735010862350464,0.287980318069458
146,baseball.csv,baseline,6,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': True}",0.946969696969697,0.8612852664576802,0.15060083594566354,0.8754480286738352,0.9230025343470721,0.9976249462126241,0.5839991569519043,0.04500126838684082
147,baseball.csv,baseline,7,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.9393939393939394,0.8101422387136673,0.1699907235621521,0.6029810298102981,0.8318253968253968,0.9976380246615877,3.051994562149048,0.1980423927307129
148,baseball.csv,baseline,8,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.9318181818181818,0.8474967061923584,0.16683135704874835,0.6583333333333333,0.8658333333333332,0.9963772336914807,2.952545642852783,0.20399260520935059
149,baseball.csv,baseline,9,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': False}",0.9393939393939394,0.8488292011019283,0.15779958677685954,0.8148148148148149,0.9269444444444446,0.9961707276863241,1.9980072975158691,0.12400436401367188
150,blood.csv,baseline,0,"{'n_estimators': 1800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.8133333333333334,0.5376344086021507,0.4136955291454443,0.8224637681159421,0.6232943469785575,0.5795724213916433,3.722007989883423,0.3559997081756592
151,blood.csv,baseline,1,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.84,0.6458333333333334,0.3011695906432748,0.823076923076923,0.8357699805068227,0.4283850652271705,0.41400671005249023,0.04300236701965332
152,blood.csv,baseline,2,"{'n_estimators': 1800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.7333333333333333,0.49283154121863804,0.33333333333333337,0.5755597014925373,0.6915204678362573,0.429145391463734,3.836000919342041,0.35899949073791504
153,blood.csv,baseline,3,"{'n_estimators': 1800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.7866666666666666,0.5833333333333334,0.26918859649122806,0.704978813559322,0.8192007797270956,0.26591306125483194,3.709002733230591,0.3489954471588135
154,blood.csv,baseline,4,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.76,0.5814814814814814,0.33450292397660825,0.6547619047619048,0.7685185185185186,0.36758563074352546,0.4139723777770996,0.0409853458404541
155,blood.csv,baseline,5,"{'n_estimators': 1800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.7733333333333333,0.5535714285714286,0.32894736842105265,0.6805210918114144,0.7358674463937622,0.34424020141337625,3.7360010147094727,0.35503697395324707
156,blood.csv,baseline,6,"{'n_estimators': 1800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.8,0.6306306306306305,0.4969179706021811,0.7424242424242424,0.6481481481481481,0.45587453482190315,3.717869758605957,0.35312914848327637
157,blood.csv,baseline,7,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.8,0.5925925925925927,0.4944178628389154,0.8,0.6120857699805069,0.6081871345029239,0.41300392150878906,0.04100465774536133
158,blood.csv,baseline,8,"{'n_estimators': 1800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",0.7972972972972973,0.6117647058823529,0.38421052631578945,0.7215909090909092,0.7641898864809081,0.471379819870532,3.7146987915039062,0.3440072536468506
159,blood.csv,baseline,9,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",0.7567567567567568,0.5381263616557734,0.37296946068875897,0.6406052963430013,0.6640866873065016,0.33583848353172824,0.4659616947174072,0.04600048065185547
160,bodyfat.csv,baseline,0,"{'n_estimators': 1600, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 90, 'bootstrap': False}",0.9615384615384616,0.6538461538461539,0.21794871794871795,0.9642857142857143,0.9881656804733727,0.07417582417582413,2.6679985523223877,0.31600189208984375
161,bodyfat.csv,baseline,1,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",1.0,0.5192307692307692,0.25,1.0,1.0,0.0,1.6439950466156006,0.19200778007507324
162,bodyfat.csv,baseline,2,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",1.0,0.5192307692307692,0.25,1.0,1.0,0.0,1.638000249862671,0.192000150680542
163,bodyfat.csv,baseline,3,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",1.0,0.5192307692307692,0.25,1.0,1.0,0.0,1.6483385562896729,0.21095752716064453
164,bodyfat.csv,baseline,4,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",1.0,0.5208333333333333,0.25,1.0,1.0,0.0,1.6540031433105469,0.19499921798706055
165,bodyfat.csv,baseline,5,"{'n_estimators': 1800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}",1.0,0.5208333333333333,0.25,1.0,1.0,0.0,3.4590368270874023,0.339998722076416
166,bodyfat.csv,baseline,6,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",0.96,0.5208333333333333,0.25,0.9615384615384616,1.0,0.07396449704142007,1.6470015048980713,0.18999862670898438
167,bodyfat.csv,baseline,7,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",1.0,0.5208333333333333,0.25,1.0,1.0,0.0,1.6564571857452393,0.1940004825592041
168,bodyfat.csv,baseline,8,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",1.0,0.5208333333333333,0.25,1.0,1.0,0.0,1.6659984588623047,0.19199752807617188
169,bodyfat.csv,baseline,9,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}",1.0,0.5208333333333333,0.25,1.0,1.0,0.0,1.6492443084716797,0.18999600410461426
170,breast-cancer-wisc-diag.csv,baseline,0,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': False}",0.9473684210526315,0.7972027972027972,0.34725274725274724,0.9605263157894737,0.9818181818181818,0.13098086124401911,1.4089570045471191,0.11399579048156738
171,breast-cancer-wisc-diag.csv,baseline,1,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9649122807017544,0.7694805194805195,0.3040816326530612,0.972972972972973,0.9987012987012988,0.08845208845208849,4.861829042434692,0.38201451301574707
172,breast-cancer-wisc-diag.csv,baseline,2,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9824561403508771,0.8484848484848485,0.5277777777777778,0.9772727272727273,1.0,0.027146464646464658,4.920264005661011,0.39499664306640625
173,breast-cancer-wisc-diag.csv,baseline,3,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.9473684210526315,0.7650793650793651,0.3037037037037037,0.9479729729729729,0.9867724867724869,0.06395055770055767,2.3613219261169434,0.19300246238708496
174,breast-cancer-wisc-diag.csv,baseline,4,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9824561403508771,0.7965367965367967,0.4343434343434344,0.9864864864864865,1.0,0.04697554697554703,4.87401008605957,0.3950350284576416
175,breast-cancer-wisc-diag.csv,baseline,5,"{'n_estimators': 1200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': True}",0.9824561403508771,0.6666666666666666,0.27222222222222225,0.9772727272727273,0.9986772486772486,0.027146464646464658,2.8290014266967773,0.22803568840026855
